DATE,DEWP,HIDX,TEMP,WCHL
04-18T21:00:00,38.3,53.0,53.0,50.6
04-18T22:00:00,38.3,52.2,52.2,49.6
04-18T23:00:00,38.4,51.4,51.4,48.7
04-19T00:00:00,39.1,50.3,50.3,47.2
04-19T01:00:00,38.5,50.1,50.1,47.2
04-19T02:00:00,38.3,49.5,49.5,46.4
04-19T03:00:00,38.1,48.9,48.9,45.6
04-19T04:00:00,38.1,48.5,48.5,45.1
04-19T05:00:00,38.2,48.1,48.1,44.7
04-19T06:00:00,38.2,48.3,48.3,44.8
04-19T07:00:00,38.2,49.4,49.4,45.9
04-19T08:00:00,38.1,51.0,51.0,47.8
04-19T09:00:00,38.2,52.7,52.7,50.0
04-19T10:00:00,38.0,54.4,54.4,52.2
04-19T11:00:00,37.8,56.0,56.0,54.3
04-19T12:00:00,37.8,57.3,57.3,55.9
04-19T13:00:00,37.7,58.4,58.4,57.0
04-19T14:00:00,37.7,59.0,59.0,57.8
04-19T15:00:00,37.8,59.1,59.1,58.0
04-19T16:00:00,37.9,58.8,58.8,57.5
04-19T17:00:00,38.0,58.0,58.0,56.6
04-19T18:00:00,38.1,56.7,56.7,55.1
04-19T19:00:00,38.3,55.3,55.3,53.4
04-19T20:00:00,38.6,54.3,54.3,52.2
04-19T21:00:00,38.7,53.5,53.5,51.2
04-19T22:00:00,38.8,52.6,52.6,50.2
04-19T23:00:00,38.8,51.8,51.8,49.2
04-20T00:00:00,39.4,50.7,50.7,47.8
04-20T01:00:00,38.9,50.5,50.5,47.7
04-20T02:00:00,38.7,49.8,49.8,46.9
04-20T03:00:00,38.5,49.3,49.3,46.2
04-20T04:00:00,38.5,48.9,48.9,45.7
04-20T05:00:00,38.5,48.5,48.5,45.3
04-20T06:00:00,38.5,48.7,48.7,45.4
04-20T07:00:00,38.6,49.8,49.8,46.6
04-20T08:00:00,38.5,51.4,51.4,48.5
04-20T09:00:00,38.5,53.2,53.2,50.7
04-20T10:00:00,38.4,54.9,54.9,53.0
04-20T11:00:00,38.2,56.6,56.6,55.0
04-20T12:00:00,38.2,57.9,57.9,56.6
04-20T13:00:00,38.1,59.0,59.0,57.8
04-20T14:00:00,38.0,59.7,59.7,58.6
04-20T15:00:00,38.1,59.8,59.8,58.7
04-20T16:00:00,38.3,59.5,59.5,58.3
04-20T17:00:00,38.4,58.6,58.6,57.4
04-20T18:00:00,38.6,57.3,57.3,55.9
04-20T19:00:00,38.8,55.9,55.9,54.1
04-20T20:00:00,39.1,54.9,54.9,53.0
04-20T21:00:00,39.2,54.0,54.0,52.0
04-20T22:00:00,39.3,53.2,53.2,51.0
04-20T23:00:00,39.4,52.4,52.4,49.9
04-21T00:00:00,39.9,51.2,51.2,48.5
04-21T01:00:00,39.4,51.0,51.0,48.4
04-21T02:00:00,39.3,50.3,50.3,47.5
04-21T03:00:00,39.1,49.8,49.8,46.7
04-21T04:00:00,39.1,49.3,49.3,46.3
04-21T05:00:00,39.0,48.9,48.9,45.8
04-21T06:00:00,38.9,49.1,49.1,45.9
04-21T07:00:00,39.0,50.3,50.3,47.2
04-21T08:00:00,38.9,51.9,51.9,49.2
04-21T09:00:00,38.9,53.7,53.7,51.4
04-21T10:00:00,38.8,55.4,55.4,53.7
04-21T11:00:00,38.6,57.2,57.2,55.7
04-21T12:00:00,38.5,58.5,58.5,57.3
04-21T13:00:00,38.5,59.6,59.6,58.5
04-21T14:00:00,38.4,60.2,60.2,59.2
04-21T15:00:00,38.4,60.4,60.4,59.4
04-21T16:00:00,38.6,60.0,60.0,59.0
04-21T17:00:00,38.7,59.1,59.1,58.0
04-21T18:00:00,38.9,57.9,57.9,56.6
04-21T19:00:00,39.1,56.5,56.5,54.8
04-21T20:00:00,39.5,55.4,55.4,53.7
04-21T21:00:00,39.6,54.5,54.5,52.7
04-21T22:00:00,39.6,53.6,53.6,51.6
04-21T23:00:00,39.7,52.8,52.8,50.6
04-22T00:00:00,40.2,51.7,51.7,49.2
04-22T01:00:00,39.8,51.4,51.4,49.0
04-22T02:00:00,39.6,50.7,50.7,48.0
04-22T03:00:00,39.4,50.1,50.1,47.3
04-22T04:00:00,39.3,49.7,49.7,46.8
04-22T05:00:00,39.3,49.3,49.3,46.3
04-22T06:00:00,39.2,49.6,49.6,46.5
04-22T07:00:00,39.3,50.7,50.7,47.8
04-22T08:00:00,39.2,52.3,52.3,49.8
04-22T09:00:00,39.2,54.0,54.0,52.0
04-22T10:00:00,39.1,55.9,55.9,54.3
04-22T11:00:00,38.9,57.6,57.6,56.3
04-22T12:00:00,38.8,59.0,59.0,57.9
04-22T13:00:00,38.9,60.1,60.1,59.0
04-22T14:00:00,38.8,60.7,60.7,59.7
04-22T15:00:00,38.8,60.8,60.8,59.9
04-22T16:00:00,39.1,60.5,60.5,59.5
04-22T17:00:00,39.1,59.6,59.6,58.6
04-22T18:00:00,39.3,58.3,58.3,57.2
04-22T19:00:00,39.4,56.9,56.9,55.4
04-22T20:00:00,39.8,55.8,55.8,54.3
04-22T21:00:00,39.9,54.9,54.9,53.2
04-22T22:00:00,39.9,54.0,54.0,52.2
04-22T23:00:00,40.1,53.2,53.2,51.1
04-23T00:00:00,40.7,52.1,52.1,49.8
04-23T01:00:00,40.2,51.8,51.8,49.6
04-23T02:00:00,40.0,51.1,51.1,48.6
04-23T03:00:00,39.8,50.5,50.5,47.9
04-23T04:00:00,39.7,50.0,50.0,47.4
04-23T05:00:00,39.6,49.7,49.7,46.9
04-23T06:00:00,39.6,50.0,50.0,47.1
04-23T07:00:00,39.7,51.1,51.1,48.4
04-23T08:00:00,39.6,52.7,52.7,50.4
04-23T09:00:00,39.5,54.5,54.5,52.7
04-23T10:00:00,39.4,56.4,56.4,55.0
04-23T11:00:00,39.3,58.2,58.2,57.0
04-23T12:00:00,39.2,59.5,59.5,58.5
04-23T13:00:00,39.3,60.6,60.6,59.6
04-23T14:00:00,39.1,61.1,61.1,60.2
04-23T15:00:00,39.1,61.3,61.3,60.4
04-23T16:00:00,39.4,60.9,60.9,60.0
04-23T17:00:00,39.5,60.0,60.0,59.1
04-23T18:00:00,39.5,58.8,58.8,57.7
04-23T19:00:00,39.7,57.3,57.3,56.0
04-23T20:00:00,40.1,56.2,56.2,54.8
04-23T21:00:00,40.2,55.3,55.3,53.7
04-23T22:00:00,40.3,54.4,54.4,52.7
04-23T23:00:00,40.4,53.5,53.5,51.6
04-24T00:00:00,40.9,52.4,52.4,50.2
04-24T01:00:00,40.4,52.1,52.1,50.0
04-24T02:00:00,40.2,51.4,51.4,49.1
04-24T03:00:00,40.0,50.8,50.8,48.3
04-24T04:00:00,39.9,50.4,50.4,47.9
04-24T05:00:00,39.9,50.0,50.0,47.3
04-24T06:00:00,39.9,50.3,50.3,47.6
04-24T07:00:00,39.9,51.5,51.5,49.0
04-24T08:00:00,39.8,53.1,53.1,51.0
04-24T09:00:00,39.8,55.0,55.0,53.4
04-24T10:00:00,39.8,57.0,57.0,55.7
04-24T11:00:00,39.6,58.7,58.7,57.7
04-24T12:00:00,39.5,60.1,60.1,59.2
04-24T13:00:00,39.6,61.1,61.1,60.3
04-24T14:00:00,39.5,61.6,61.6,60.9
04-24T15:00:00,39.5,61.8,61.8,61.1
04-24T16:00:00,39.8,61.3,61.3,60.5
04-24T17:00:00,39.9,60.5,60.4,59.6
04-24T18:00:00,39.9,59.3,59.3,58.4
04-24T19:00:00,40.1,57.8,57.8,56.6
04-24T20:00:00,40.5,56.7,56.7,55.4
04-24T21:00:00,40.5,55.7,55.7,54.3
04-24T22:00:00,40.7,54.8,54.8,53.3
04-24T23:00:00,40.8,54.0,54.0,52.2
04-25T00:00:00,41.3,52.8,52.8,50.8
04-25T01:00:00,40.8,52.5,52.5,50.6
04-25T02:00:00,40.6,51.8,51.8,49.6
04-25T03:00:00,40.4,51.3,51.3,49.0
04-25T04:00:00,40.3,50.8,50.8,48.5
04-25T05:00:00,40.3,50.4,50.4,47.9
04-25T06:00:00,40.4,50.7,50.7,48.1
04-25T07:00:00,40.4,51.9,51.9,49.6
04-25T08:00:00,40.2,53.6,53.6,51.7
04-25T09:00:00,40.2,55.4,55.4,54.0
04-25T10:00:00,40.2,57.3,57.3,56.2
04-25T11:00:00,40.0,59.1,59.1,58.2
04-25T12:00:00,39.8,60.4,60.4,59.7
04-25T13:00:00,40.0,61.5,61.5,60.8
04-25T14:00:00,39.9,62.0,62.0,61.4
04-25T15:00:00,39.9,62.2,62.2,61.6
04-25T16:00:00,40.1,61.7,61.7,61.0
04-25T17:00:00,40.1,60.9,60.8,60.1
04-25T18:00:00,40.2,59.6,59.6,58.8
04-25T19:00:00,40.4,58.1,58.1,57.1
04-25T20:00:00,40.8,57.0,56.9,55.8
04-25T21:00:00,40.9,56.0,55.9,54.6
04-25T22:00:00,41.0,55.1,55.1,53.7
04-25T23:00:00,41.1,54.2,54.2,52.6
04-26T00:00:00,41.5,53.0,53.0,51.2
04-26T01:00:00,41.2,52.8,52.8,51.0
04-26T02:00:00,41.0,52.1,52.1,50.0
04-26T03:00:00,40.9,51.6,51.6,49.4
04-26T04:00:00,40.8,51.1,51.1,48.9
04-26T05:00:00,40.8,50.7,50.7,48.4
04-26T06:00:00,40.8,51.0,51.0,48.6
04-26T07:00:00,40.8,52.2,52.2,50.1
04-26T08:00:00,40.6,53.9,53.9,52.1
04-26T09:00:00,40.5,55.7,55.7,54.3
04-26T10:00:00,40.5,57.5,57.5,56.5
04-26T11:00:00,40.3,59.3,59.3,58.4
04-26T12:00:00,40.1,60.6,60.6,59.9
04-26T13:00:00,40.3,61.7,61.6,61.0
04-26T14:00:00,40.1,62.1,62.1,61.5
04-26T15:00:00,40.2,62.3,62.3,61.7
04-26T16:00:00,40.4,61.8,61.8,61.2
04-26T17:00:00,40.5,61.0,60.9,60.3
04-26T18:00:00,40.6,59.8,59.8,59.0
04-26T19:00:00,40.8,58.3,58.3,57.3
04-26T20:00:00,41.2,57.1,57.1,56.0
04-26T21:00:00,41.3,56.1,56.1,54.9
04-26T22:00:00,41.4,55.3,55.3,54.0
04-26T23:00:00,41.5,54.5,54.5,52.9
04-27T00:00:00,41.8,53.3,53.3,51.6
04-27T01:00:00,41.5,53.0,53.0,51.4
04-27T02:00:00,41.3,52.4,52.4,50.5
04-27T03:00:00,41.2,51.9,51.9,49.9
04-27T04:00:00,41.1,51.5,51.5,49.4
04-27T05:00:00,41.1,51.1,51.1,48.9
04-27T06:00:00,41.1,51.4,51.4,49.1
04-27T07:00:00,41.1,52.6,52.6,50.6
04-27T08:00:00,40.9,54.2,54.2,52.6
04-27T09:00:00,40.8,56.0,56.0,54.7
04-27T10:00:00,40.7,57.8,57.8,56.9
04-27T11:00:00,40.4,59.5,59.5,58.8
04-27T12:00:00,40.2,60.8,60.8,60.2
04-27T13:00:00,40.3,61.8,61.8,61.3
04-27T14:00:00,40.3,62.3,62.3,61.8
04-27T15:00:00,40.3,62.5,62.4,62.0
04-27T16:00:00,40.6,62.0,62.0,61.4
04-27T17:00:00,40.6,61.1,61.1,60.5
04-27T18:00:00,40.7,60.0,60.0,59.3
04-27T19:00:00,40.9,58.5,58.5,57.6
04-27T20:00:00,41.3,57.4,57.3,56.4
04-27T21:00:00,41.4,56.3,56.3,55.2
04-27T22:00:00,41.6,55.5,55.5,54.3
04-27T23:00:00,41.6,54.7,54.7,53.2
04-28T00:00:00,41.9,53.5,53.5,52.0
04-28T01:00:00,41.7,53.3,53.3,51.8
04-28T02:00:00,41.5,52.7,52.7,50.9
04-28T03:00:00,41.4,52.2,52.2,50.3
04-28T04:00:00,41.3,51.7,51.7,49.8
04-28T05:00:00,41.3,51.3,51.3,49.3
04-28T06:00:00,41.4,51.7,51.7,49.5
04-28T07:00:00,41.3,52.9,52.9,51.0
04-28T08:00:00,41.1,54.5,54.5,52.9
04-28T09:00:00,41.0,56.3,56.3,55.1
04-28T10:00:00,41.0,58.2,58.2,57.3
04-28T11:00:00,40.7,59.9,59.9,59.2
04-28T12:00:00,40.5,61.1,61.1,60.6
04-28T13:00:00,40.6,62.2,62.2,61.7
04-28T14:00:00,40.6,62.7,62.6,62.2
04-28T15:00:00,40.6,62.8,62.8,62.4
04-28T16:00:00,40.9,62.4,62.4,61.8
04-28T17:00:00,41.0,61.5,61.5,60.9
04-28T18:00:00,41.1,60.4,60.4,59.7
04-28T19:00:00,41.4,58.9,58.9,58.0
04-28T20:00:00,41.8,57.7,57.7,56.7
04-28T21:00:00,41.8,56.7,56.7,55.6
04-28T22:00:00,41.9,55.8,55.8,54.7
04-28T23:00:00,42.1,55.0,55.0,53.7
04-29T00:00:00,42.4,53.9,53.9,52.4
04-29T01:00:00,42.0,53.6,53.6,52.1
04-29T02:00:00,41.8,53.0,53.0,51.3
04-29T03:00:00,41.6,52.5,52.5,50.7
04-29T04:00:00,41.6,52.0,52.0,50.2
04-29T05:00:00,41.5,51.7,51.7,49.7
04-29T06:00:00,41.6,52.0,52.0,49.9
04-29T07:00:00,41.6,53.2,53.2,51.4
04-29T08:00:00,41.5,54.8,54.8,53.3
04-29T09:00:00,41.5,56.6,56.6,55.5
04-29T10:00:00,41.4,58.5,58.5,57.7
04-29T11:00:00,41.2,60.2,60.2,59.5
04-29T12:00:00,40.9,61.4,61.4,60.9
04-29T13:00:00,41.1,62.5,62.5,62.0
04-29T14:00:00,41.1,63.0,62.9,62.5
04-29T15:00:00,41.0,63.1,63.1,62.7
04-29T16:00:00,41.2,62.7,62.7,62.3
04-29T17:00:00,41.2,61.8,61.8,61.3
04-29T18:00:00,41.4,60.7,60.7,60.1
04-29T19:00:00,41.7,59.2,59.2,58.4
04-29T20:00:00,42.1,57.9,57.9,57.1
04-29T21:00:00,42.1,57.0,57.0,56.0
04-29T22:00:00,42.2,56.1,56.1,55.0
04-29T23:00:00,42.3,55.3,55.3,54.1
04-30T00:00:00,42.7,54.2,54.2,52.8
04-30T01:00:00,42.3,53.9,53.9,52.5
04-30T02:00:00,42.1,53.3,53.3,51.6
04-30T03:00:00,41.9,52.8,52.7,51.1
04-30T04:00:00,41.8,52.3,52.3,50.6
04-30T05:00:00,41.7,51.9,51.9,50.0
04-30T06:00:00,41.9,52.3,52.3,50.4
04-30T07:00:00,41.9,53.5,53.5,51.8
04-30T08:00:00,41.8,55.2,55.2,53.8
04-30T09:00:00,41.6,57.0,57.0,56.0
04-30T10:00:00,41.6,58.9,58.9,58.2
04-30T11:00:00,41.3,60.5,60.5,60.0
04-30T12:00:00,41.0,61.8,61.8,61.3
04-30T13:00:00,41.1,62.9,62.9,62.4
04-30T14:00:00,41.1,63.4,63.4,63.0
04-30T15:00:00,41.0,63.6,63.6,63.2
04-30T16:00:00,41.3,63.2,63.2,62.8
04-30T17:00:00,41.3,62.2,62.2,61.8
04-30T18:00:00,41.5,61.2,61.2,60.7
04-30T19:00:00,41.8,59.6,59.6,59.0
04-30T20:00:00,42.2,58.3,58.3,57.6
04-30T21:00:00,42.4,57.3,57.3,56.5
04-30T22:00:00,42.5,56.4,56.4,55.5
04-30T23:00:00,42.7,55.6,55.6,54.5
05-01T00:00:00,43.1,54.5,54.5,53.3
05-01T01:00:00,42.6,54.2,54.2,53.0
05-01T02:00:00,42.4,53.6,53.6,52.1
05-01T03:00:00,42.2,53.1,53.1,51.6
05-01T04:00:00,42.2,52.7,52.7,51.1
05-01T05:00:00,42.0,52.3,52.3,50.6
05-01T06:00:00,42.2,52.7,52.7,50.9
05-01T07:00:00,42.2,53.9,53.9,52.3
05-01T08:00:00,42.1,55.5,55.5,54.3
05-01T09:00:00,41.9,57.3,57.3,56.5
05-01T10:00:00,41.9,59.2,59.2,58.6
05-01T11:00:00,41.6,60.9,60.9,60.5
05-01T12:00:00,41.3,62.1,62.1,61.8
05-01T13:00:00,41.4,63.3,63.2,63.0
05-01T14:00:00,41.4,63.8,63.8,63.6
05-01T15:00:00,41.4,64.0,63.9,63.7
05-01T16:00:00,41.6,63.5,63.5,63.3
05-01T17:00:00,41.7,62.5,62.5,62.2
05-01T18:00:00,41.9,61.4,61.4,61.1
05-01T19:00:00,42.2,59.9,59.8,59.3
05-01T20:00:00,42.6,58.5,58.5,58.0
05-01T21:00:00,42.7,57.5,57.5,56.8
05-01T22:00:00,42.8,56.6,56.6,55.8
05-01T23:00:00,43.0,55.8,55.8,54.9
05-02T00:00:00,43.6,54.7,54.7,53.7
05-02T01:00:00,43.0,54.4,54.4,53.3
05-02T02:00:00,42.7,53.8,53.8,52.4
05-02T03:00:00,42.5,53.3,53.3,51.8
05-02T04:00:00,42.5,52.9,52.9,51.4
05-02T05:00:00,42.4,52.5,52.5,50.8
05-02T06:00:00,42.6,52.9,52.9,51.2
05-02T07:00:00,42.6,54.1,54.1,52.7
05-02T08:00:00,42.5,55.8,55.8,54.7
05-02T09:00:00,42.4,57.6,57.6,56.9
05-02T10:00:00,42.3,59.5,59.5,59.0
05-02T11:00:00,42.1,61.2,61.2,60.8
05-02T12:00:00,41.8,62.4,62.4,62.1
05-02T13:00:00,41.9,63.5,63.5,63.2
05-02T14:00:00,42.1,64.0,64.0,63.8
05-02T15:00:00,42.0,64.2,64.1,63.9
05-02T16:00:00,42.3,63.7,63.7,63.4
05-02T17:00:00,42.4,62.7,62.7,62.4
05-02T18:00:00,42.7,61.6,61.6,61.2
05-02T19:00:00,42.9,60.0,60.0,59.5
05-02T20:00:00,43.3,58.7,58.7,58.1
05-02T21:00:00,43.4,57.8,57.8,57.1
05-02T22:00:00,43.6,56.9,56.9,56.1
05-02T23:00:00,43.7,56.1,56.1,55.2
05-03T00:00:00,44.3,55.1,55.1,54.2
05-03T01:00:00,43.7,54.7,54.7,53.7
05-03T02:00:00,43.5,54.1,54.1,52.8
05-03T03:00:00,43.3,53.6,53.6,52.2
05-03T04:00:00,43.3,53.2,53.2,51.8
05-03T05:00:00,43.2,52.8,52.8,51.3
05-03T06:00:00,43.3,53.2,53.2,51.7
05-03T07:00:00,43.3,54.4,54.4,53.2
05-03T08:00:00,43.2,56.1,56.1,55.1
05-03T09:00:00,43.1,58.0,58.0,57.3
05-03T10:00:00,43.0,59.8,59.8,59.5
05-03T11:00:00,42.9,61.5,61.5,61.2
05-03T12:00:00,42.5,62.8,62.8,62.6
05-03T13:00:00,42.5,63.9,63.9,63.7
05-03T14:00:00,42.7,64.5,64.4,64.3
05-03T15:00:00,42.6,64.6,64.6,64.4
05-03T16:00:00,42.8,64.1,64.1,63.9
05-03T17:00:00,42.9,63.1,63.1,62.9
05-03T18:00:00,43.2,62.0,62.0,61.7
05-03T19:00:00,43.4,60.5,60.4,60.0
05-03T20:00:00,43.8,59.1,59.1,58.6
05-03T21:00:00,43.9,58.1,58.1,57.5
05-03T22:00:00,44.1,57.2,57.2,56.6
05-03T23:00:00,44.2,56.4,56.4,55.7
05-04T00:00:00,44.7,55.6,55.6,54.7
05-04T01:00:00,44.1,55.1,55.1,54.1
05-04T02:00:00,43.9,54.4,54.4,53.3
05-04T03:00:00,43.7,53.9,53.9,52.7
05-04T04:00:00,43.7,53.6,53.6,52.2
05-04T05:00:00,43.6,53.2,53.2,51.7
05-04T06:00:00,43.8,53.6,53.6,52.2
05-04T07:00:00,43.8,54.8,54.8,53.6
05-04T08:00:00,43.7,56.5,56.5,55.6
05-04T09:00:00,43.5,58.4,58.4,57.8
05-04T10:00:00,43.4,60.3,60.3,59.9
05-04T11:00:00,43.3,61.9,61.9,61.7
05-04T12:00:00,42.9,63.3,63.3,63.1
05-04T13:00:00,42.9,64.3,64.3,64.2
05-04T14:00:00,43.0,64.9,64.9,64.7
05-04T15:00:00,43.0,65.0,65.0,64.9
05-04T16:00:00,43.2,64.5,64.5,64.3
05-04T17:00:00,43.4,63.5,63.5,63.3
05-04T18:00:00,43.6,62.3,62.3,62.1
05-04T19:00:00,43.9,60.8,60.8,60.4
05-04T20:00:00,44.3,59.5,59.5,59.0
05-04T21:00:00,44.4,58.5,58.5,58.0
05-04T22:00:00,44.6,57.6,57.6,57.1
05-04T23:00:00,44.7,56.9,56.8,56.2
05-05T00:00:00,45.3,56.1,56.1,55.3
05-05T01:00:00,44.6,55.5,55.5,54.6
05-05T02:00:00,44.4,54.8,54.8,53.8
05-05T03:00:00,44.2,54.3,54.3,53.1
05-05T04:00:00,44.1,54.0,54.0,52.7
05-05T05:00:00,44.0,53.6,53.6,52.2
05-05T06:00:00,44.2,54.0,54.0,52.7
05-05T07:00:00,44.3,55.3,55.3,54.2
05-05T08:00:00,44.2,57.0,57.0,56.1
05-05T09:00:00,44.0,58.8,58.8,58.2
05-05T10:00:00,43.9,60.6,60.6,60.2
05-05T11:00:00,43.8,62.2,62.2,62.0
05-05T12:00:00,43.4,63.6,63.5,63.3
05-05T13:00:00,43.4,64.5,64.5,64.4
05-05T14:00:00,43.5,65.0,65.0,64.8
05-05T15:00:00,43.5,65.1,65.1,65.0
05-05T16:00:00,43.8,64.6,64.6,64.4
05-05T17:00:00,43.9,63.6,63.6,63.3
05-05T18:00:00,44.1,62.4,62.4,62.1
05-05T19:00:00,44.3,60.8,60.8,60.5
05-05T20:00:00,44.7,59.6,59.5,59.1
05-05T21:00:00,44.8,58.6,58.6,58.1
05-05T22:00:00,44.9,57.7,57.7,57.2
05-05T23:00:00,45.0,57.0,57.0,56.3
05-06T00:00:00,45.7,56.3,56.3,55.5
05-06T01:00:00,44.9,55.6,55.6,54.8
05-06T02:00:00,44.7,55.0,55.0,54.0
05-06T03:00:00,44.4,54.5,54.5,53.4
05-06T04:00:00,44.3,54.2,54.2,53.0
05-06T05:00:00,44.2,53.8,53.8,52.5
05-06T06:00:00,44.4,54.3,54.3,53.0
05-06T07:00:00,44.5,55.5,55.5,54.5
05-06T08:00:00,44.4,57.2,57.2,56.4
05-06T09:00:00,44.3,59.0,59.0,58.5
05-06T10:00:00,44.2,60.8,60.8,60.5
05-06T11:00:00,44.1,62.4,62.4,62.2
05-06T12:00:00,43.8,63.7,63.7,63.5
05-06T13:00:00,43.8,64.7,64.7,64.5
05-06T14:00:00,44.0,65.2,65.1,65.0
05-06T15:00:00,44.0,65.3,65.3,65.1
05-06T16:00:00,44.2,64.7,64.7,64.6
05-06T17:00:00,44.3,63.7,63.7,63.5
05-06T18:00:00,44.4,62.5,62.5,62.3
05-06T19:00:00,44.6,61.0,61.0,60.7
05-06T20:00:00,45.0,59.7,59.7,59.3
05-06T21:00:00,45.2,58.8,58.7,58.3
05-06T22:00:00,45.4,57.9,57.8,57.4
05-06T23:00:00,45.4,57.1,57.1,56.5
05-07T00:00:00,46.1,56.5,56.5,55.8
05-07T01:00:00,45.3,55.8,55.8,55.0
05-07T02:00:00,45.1,55.2,55.2,54.3
05-07T03:00:00,44.8,54.7,54.7,53.7
05-07T04:00:00,44.7,54.4,54.4,53.3
05-07T05:00:00,44.7,54.1,54.1,52.9
05-07T06:00:00,44.8,54.5,54.5,53.4
05-07T07:00:00,44.9,55.7,55.7,54.8
05-07T08:00:00,44.8,57.5,57.5,56.8
05-07T09:00:00,44.6,59.3,59.3,58.9
05-07T10:00:00,44.7,61.1,61.0,60.8
05-07T11:00:00,44.5,62.7,62.7,62.5
05-07T12:00:00,44.2,64.0,64.0,63.8
05-07T13:00:00,44.1,65.0,65.0,64.9
05-07T14:00:00,44.3,65.5,65.5,65.4
05-07T15:00:00,44.3,65.6,65.6,65.5
05-07T16:00:00,44.6,65.1,65.0,64.9
05-07T17:00:00,44.6,64.0,64.0,63.8
05-07T18:00:00,44.8,62.8,62.8,62.5
05-07T19:00:00,44.9,61.3,61.3,61.0
05-07T20:00:00,45.3,59.9,59.9,59.6
05-07T21:00:00,45.5,59.0,59.0,58.6
05-07T22:00:00,45.8,58.1,58.1,57.6
05-07T23:00:00,45.7,57.3,57.3,56.8
05-08T00:00:00,46.2,56.6,56.6,56.0
05-08T01:00:00,45.6,56.1,56.1,55.3
05-08T02:00:00,45.4,55.4,55.4,54.6
05-08T03:00:00,45.1,54.9,54.9,53.9
05-08T04:00:00,45.1,54.6,54.6,53.5
05-08T05:00:00,45.0,54.3,54.3,53.1
05-08T06:00:00,45.2,54.7,54.7,53.7
05-08T07:00:00,45.2,56.0,56.0,55.1
05-08T08:00:00,45.2,57.7,57.7,57.1
05-08T09:00:00,45.1,59.5,59.5,59.2
05-08T10:00:00,45.1,61.2,61.2,61.0
05-08T11:00:00,45.0,62.9,62.9,62.7
05-08T12:00:00,44.6,64.3,64.2,64.1
05-08T13:00:00,44.5,65.3,65.3,65.2
05-08T14:00:00,44.7,65.9,65.8,65.7
05-08T15:00:00,44.7,66.0,65.9,65.9
05-08T16:00:00,44.9,65.4,65.4,65.3
05-08T17:00:00,45.0,64.3,64.3,64.1
05-08T18:00:00,45.1,63.1,63.0,62.8
05-08T19:00:00,45.3,61.6,61.6,61.3
05-08T20:00:00,45.6,60.2,60.2,59.9
05-08T21:00:00,45.8,59.3,59.2,58.9
05-08T22:00:00,46.0,58.4,58.3,57.9
05-08T23:00:00,46.0,57.6,57.6,57.1
05-09T00:00:00,46.4,56.8,56.8,56.2
05-09T01:00:00,46.0,56.3,56.3,55.5
05-09T02:00:00,45.8,55.7,55.7,54.8
05-09T03:00:00,45.5,55.0,55.0,54.1
05-09T04:00:00,45.5,54.8,54.7,53.7
05-09T05:00:00,45.4,54.4,54.4,53.3
05-09T06:00:00,45.6,54.9,54.9,53.9
05-09T07:00:00,45.6,56.1,56.1,55.3
05-09T08:00:00,45.6,57.9,57.9,57.3
05-09T09:00:00,45.6,59.6,59.6,59.3
05-09T10:00:00,45.6,61.3,61.3,61.0
05-09T11:00:00,45.4,63.0,62.9,62.7
05-09T12:00:00,45.0,64.3,64.3,64.1
05-09T13:00:00,45.0,65.3,65.3,65.2
05-09T14:00:00,45.2,65.9,65.8,65.7
05-09T15:00:00,45.1,66.0,65.9,65.8
05-09T16:00:00,45.3,65.4,65.4,65.3
05-09T17:00:00,45.3,64.3,64.3,64.1
05-09T18:00:00,45.5,63.0,63.0,62.8
05-09T19:00:00,45.6,61.6,61.6,61.3
05-09T20:00:00,45.9,60.3,60.3,59.9
05-09T21:00:00,46.1,59.4,59.3,59.0
05-09T22:00:00,46.4,58.5,58.5,58.0
05-09T23:00:00,46.2,57.7,57.7,57.2
05-10T00:00:00,46.7,56.9,56.9,56.3
05-10T01:00:00,46.3,56.4,56.4,55.6
05-10T02:00:00,46.0,55.8,55.8,54.9
05-10T03:00:00,45.7,55.1,55.1,54.2
05-10T04:00:00,45.8,54.8,54.8,53.8
05-10T05:00:00,45.7,54.5,54.5,53.4
05-10T06:00:00,45.9,55.0,55.0,54.0
05-10T07:00:00,45.9,56.2,56.2,55.4
05-10T08:00:00,45.9,58.0,58.0,57.4
05-10T09:00:00,45.8,59.7,59.7,59.3
05-10T10:00:00,45.8,61.4,61.4,61.1
05-10T11:00:00,45.6,63.1,63.1,62.9
05-10T12:00:00,45.3,64.5,64.5,64.3
05-10T13:00:00,45.2,65.5,65.5,65.4
05-10T14:00:00,45.4,66.1,66.1,66.0
05-10T15:00:00,45.4,66.2,66.2,66.1
05-10T16:00:00,45.6,65.8,65.7,65.6
05-10T17:00:00,45.7,64.6,64.6,64.5
05-10T18:00:00,45.8,63.3,63.3,63.2
05-10T19:00:00,45.9,61.9,61.9,61.6
05-10T20:00:00,46.3,60.5,60.5,60.2
05-10T21:00:00,46.5,59.6,59.6,59.3
05-10T22:00:00,46.7,58.7,58.7,58.3
05-10T23:00:00,46.6,58.0,57.9,57.5
05-11T00:00:00,47.2,57.2,57.2,56.6
05-11T01:00:00,46.6,56.6,56.6,55.9
05-11T02:00:00,46.4,56.0,56.0,55.2
05-11T03:00:00,46.0,55.3,55.3,54.5
05-11T04:00:00,46.0,55.1,55.0,54.1
05-11T05:00:00,46.1,54.7,54.7,53.7
